city,country,state
Kingstown,Saint Vincent and the Grenadines,Saint George
Andorra la Vella,Andorra,Andorra la Vella
Saint John's,Antigua and Barbuda,Saint John
Nuku`alofa,Tonga,Tongatapu
Nuuk,Greenland,Sermersooq
Belmopan,Belize,Cayo
Roseau,Dominica,Saint George
Basseterre,Saint Kitts and Nevis,Saint George Basseterre
Torshavn,Faroe Islands,Torshavn
Road Town,British Virgin Islands,
Pago Pago,American Samoa,
Grand Turk,Turks and Caicos Islands,
Marigot,Saint Martin,
Palikir,Federated States of Micronesia,Pohnpei
Funafuti,Tuvalu,Funafuti
Vaduz,Liechtenstein,Vaduz
Lobamba,Swaziland,Hhohho
Avarua,Cook Islands,
Saint George's,Grenada,Saint George
San Marino,San Marino,San Marino Citta
Tifariti,Morocco,Laayoune-Sakia El Hamra
Philipsburg,Sint Maarten,
Capitol Hill,Northern Mariana Islands,
Stanley,Falkland Islands (Islas Malvinas),
Hamilton,Bermuda,Hamilton
Vatican City,Vatican City,
Alofi,Niue,
Basse-Terre,Guadeloupe,
Hagta,Guam,
Jamestown,"Saint Helena, Ascension, and Tristan da Cunha",Saint Helena
Brades,Montserrat,Saint Peter
Yaren,Nauru,Yaren
Gustavia,Saint Barthelemy,
Ngerulmud,Palau,Melekeok
Saint-Pierre,Saint Pierre and Miquelon,
The Valley,Anguilla,
Mata-Utu,Wallis and Futuna,Uvea
Kingston,Norfolk Island,
Longyearbyen,Svalbard,
Adamstown,Pitcairn Islands,
Flying Fish Cove,Christmas Island,
King Edward Point,South Georgia And South Sandwich Islands,
Bareilly,India,Uttar Pradesh
Quang Ha,Vietnam,Quang Nam
Domaa-Ahenkro,Ghana,Bono
Oklahoma City,United States,Oklahoma
Xingcheng,China,Guangdong
Dongtai,China,Jiangsu
Yingcheng,China,Guangdong
Chiba,Japan,Chiba
Al Mijlad,Sudan,West Kordofan
Pekanbaru,Indonesia,Riau
Luocheng,China,Guangdong
Dnipro,Ukraine,Dnipropetrovska Oblast
Danyang,China,Jiangsu
Gode,Ethiopia,Sumale
Natal,Brazil,Amazonas
Nada,China,Hainan
Zamboanga City,Philippines,Zamboanga
Kirkuk,Iraq,Karkuk
Bridgeport,United States,Connecticut
Naples,Italy,Campania
Wuchuan,China,Guangdong
Huilong,China,Jiangsu
Morelia,Mexico,Michoacan
Malaga,Spain,Andalusia
Cebu City,Philippines,Cebu
Al Mansurah,Egypt,Ad Daqahliyah
Coimbatore,India,Tamil Nadu
Santo Domingo Este,Dominican Republic,Ozama
Setagaya,Japan,Tokyo
Songnam,South Korea,Gyeonggi
Taishan,China,Guangdong
Teresina,Brazil,Piaui
Solapur,India,Maharashtra
Tangier,Morocco,Tanger-Tetouan-Al Hoceima
Kermanshah,Iran,Kermanshah
Krasnodar,Russia,Krasnodarskiy Kray
Baidoa,Somalia,Bay
Gaalkacyo,Somalia,Mudug
Anqiu,China,Shandong
Feicheng,China,Shandong
Seberang Jaya,Malaysia,Pulau Pinang
El Alto,Bolivia,La Paz
Kitakyushu,Japan,Fukuoka
Meishan,China,Henan
Khartoum North,Sudan,Khartoum
Kisangani,Congo (Kinshasa),Tshopo
Aguascalientes,Mexico,Aguascalientes
Marrakech,Morocco,Marrakech-Safi
Donetsk,Ukraine,Donetska Oblast
Trujillo,Peru,La Libertad
New Orleans,United States,Louisiana
Taihe,China,Sichuan
Trichinopoly,India,Tamil Nadu
Xin'an,China,Jiangsu
Taihecun,China,Heilongjiang
Kashgar,China,Xinjiang
Naucalpan de Juarez,Mexico,Mexico
Cankaya,Turkey,Ankara
Santiago de Cuba,Cuba,Santiago de Cuba
Owerri,Nigeria,Imo
Padang,Indonesia,Sumatera Barat
Qingzhou,China,Shandong
Lichuan,China,Hubei
Santiago del Estero,Argentina,Santiago del Estero
Daye,China,Hubei
Hengzhou,China,Guangxi
Fort Worth,United States,Texas
Hartford,United States,Connecticut
Esenyurt,Turkey,İstanbul
Campo Grande,Brazil,Mato Grosso do Sul
Zhuanghe,China,Liaoning
Bobo-Dioulasso,Burkina Faso,Hauts-Bassins
Ad Dammam,Saudi Arabia,Ash Sharqiyah
Quzhou,China,Zhejiang
Lhasa,China,Tibet
Jiaozhou,China,Shandong
Bunia,Congo (Kinshasa),Ituri
Taguig City,Philippines,Taguig
Cancun,Mexico,Quintana Roo
Merida,Mexico,Yucatan
Yangchun,China,Guangdong
Dengtalu,China,Henan
Moradabad,India,Uttar Pradesh
Antipolo,Philippines,Rizal
Abeokuta,Nigeria,Ogun
Bucheon,South Korea,Gyeonggi
Zhoushan,China,Zhejiang
Tiruppur,India,Tamil Nadu
Natal,Brazil,Rio Grande do Norte
Chihuahua,Mexico,Chihuahua
Klang,Malaysia,Selangor
As Sulaymaniyah,Iraq,As Sulaymaniyah
Gurgaon,India,Haryana
Turin,Italy,Piedmont
Tucson,United States,Arizona
Hai'an,China,Jiangsu
Ar Ramadi,Iraq,Al Anbar
Laiyang,China,Shandong
Sale,Morocco,Rabat-Sale-Kenitra
Jalandhar,India,Punjab
Marseille,France,Provence-Alpes-Cote d’Azur
Bucaramanga,Colombia,Santander
Kaifeng Chengguanzhen,China,Henan
Ikeja,Nigeria,Lagos
Eskisehir,Turkey,Eskisehir
Saltillo,Mexico,Coahuila
Gaomi,China,Shandong
Liverpool,United Kingdom,Liverpool
Ipoh,Malaysia,Perak
Oran,Algeria,Oran
Portsmouth,United Kingdom,Portsmouth
Southampton,United Kingdom,Southampton
Hermosillo,Mexico,Sonora
Cochabamba,Bolivia,Cochabamba
Weichanglu,China,Shandong
Shache,China,Xinjiang
Wuxi,China,Hunan
Leping,China,Jiangxi
Hailun,China,Heilongjiang
Macheng,China,Hubei
Akure,Nigeria,Ondo
Ilorin,Nigeria,Kwara
Yuci,China,Shanxi
Saratov,Russia,Saratovskaya Oblast’
Erbil,Iraq,Arbil
Iguacu,Brazil,Rio de Janeiro
Pasig City,Philippines,Pasig
Dehui,China,Jilin
Kalkaji Devi,India,Delhi
Bhubaneshwar,India,Odisha
Honolulu,United States,Hawaii
Tongchuan,China,Shaanxi
Cheongju,South Korea,Chungbuk
Chengxiang,China,Jiangsu
Thessaloniki,Greece,Kentriki Makedonia
Warri,Nigeria,Delta
Sakai,Japan,Osaka
Pointe-Noire,Congo (Brazzaville),Pointe-Noire
Rongjiawan,China,Hunan
Mediouna,Morocco,Casablanca-Settat
Butterworth,Malaysia,Pulau Pinang
Renqiu,China,Hebei
Xindi,China,Hubei
Bhayandar,India,Maharashtra
Wu'an,China,Hebei
Sao Bernardo do Campo,Brazil,Sao Paulo
Mandvi,India,Maharashtra
Barinas,Venezuela,Barinas
Zijinglu,China,Henan
Gaoyou,China,Jiangsu
Culiacan,Mexico,Sinaloa
Hejian,China,Hebei
Yiyang,China,Hunan
Puxi,China,Henan
Androtsy,Madagascar,Toliara
McAllen,United States,Texas
Qingping,China,Henan
Omaha,United States,Nebraska
Joao Pessoa,Brazil,Paraiba
Dongyang,China,Zhejiang
Queretaro,Mexico,Queretaro
Krakow,Poland,Małopolskie
George Town,Malaysia,Pulau Pinang
Abaete,Brazil,Minas Gerais
Palermo,Colombia,Huila
Valencia,Spain,Valencia
Xigaze,China,Tibet
El Paso,United States,Texas
Seyhan,Turkey,Adana
Niigata,Japan,Niigata
Hempstead,United States,New York
Leeds,United Kingdom,Leeds
Hamamatsu,Japan,Shizuoka
Bagcilar,Turkey,İstanbul
Xiangxiang,China,Hunan
Bilbao,Spain,Basque Country
Chaohucun,China,Anhui
Fuyang,China,Zhejiang
Homs,Syria,Hims
Kucukcekmece,Turkey,İstanbul
Lubango,Angola,Huila
Zouping,China,Shandong
Khujand,Tajikistan,Sughd
San Luis Potosi,Mexico,San Luis Potosi
Nottingham,United Kingdom,Nottingham
Cencheng,China,Guangxi
Dali,China,Yunnan
Hamhung,North Korea,Hamnam
Korla,China,Xinjiang
Rajshahi,Bangladesh,Rajshahi
Erzurum,Turkey,Erzurum
Frankfurt,Germany,Hesse
Al `Ayn,United Arab Emirates,Abu Zaby
Songzi,China,Hubei
Albuquerque,United States,New Mexico
Patiala,India,Punjab
Laixi,China,Shandong
Bahawalpur,Pakistan,Punjab
Zhongba,China,Sichuan
Kaduna,Nigeria,Kaduna
Qingnian,China,Shandong
San Pedro Sula,Honduras,Cortes
Qamdo,China,Tibet
Xinhualu,China,Henan
Nerima,Japan,Tokyo
Guangshui,China,Hubei
Pietermaritzburg,South Africa,KwaZulu-Natal
Baardheere,Somalia,Gedo
Tlajomulco de Zuniga,Mexico,Jalisco
Samarinda,Indonesia,Kalimantan Timur
Changhua,Taiwan,Changhua
Sizhan,China,Ningxia
Ciudad Guayana,Venezuela,Bolivar
Cucuta,Colombia,Norte de Santander
Dhulia,India,Maharashtra
Burco,Somalia,Togdheer
Licheng,China,Jiangsu
Ota-ku,Japan,Tokyo
Thiruvananthapuram,India,Kerala
Tyumen,Russia,Tyumenskaya Oblast’
Nampula,Mozambique,Nampula
Zaporizhzhia,Ukraine,Zaporizka Oblast
Kyaukse,Myanmar,Mandalay
Chengguan,China,Henan
Kumamoto,Japan,Kumamoto
Nehe,China,Heilongjiang
Osogbo,Nigeria,Osun
Cabinda,Angola,Cabinda
Kerman,Iran,Kerman
Zunhua,China,Hebei
Rochester,United States,New York
Valenzuela,Philippines,Valenzuela
Orumiyeh,Iran,azarbayjan-e Gharbi
Wugang,China,Hunan
Shuangqiao,China,Henan
Tshikapa,Congo (Kinshasa),Kasai
Sao Jose dos Campos,Brazil,Sao Paulo
Comodoro Rivadavia,Argentina,Chubut
Cagayan de Oro,Philippines,Cagayan de Oro
Tondo,Philippines,Manila
Langzhong,China,Sichuan
Qian'an,China,Hebei
Lviv,Ukraine,Lvivska Oblast
Sarasota,United States,Florida
Reynosa,Mexico,Tamaulipas
Santo Andre,Brazil,Sao Paulo
An Najaf,Iraq,An Najaf
Sagamihara,Japan,Kanagawa
Guli,China,Zhejiang
Mississauga,Canada,Ontario
Concepcion,Chile,Biobio
Okayama,Japan,Okayama
Anlu,China,Hubei
Mwanza,Tanzania,Mwanza
Fresno,United States,California
Changsha,China,Guangdong
Torreon,Mexico,Coahuila
Shihezi,China,Xinjiang
Enugu,Nigeria,Enugu
Jaboatao,Brazil,Pernambuco
Tulsa,United States,Oklahoma
Yanggok,South Korea,Gyeonggi
Yatou,China,Shandong
Edogawa,Japan,Chiba
Allentown,United States,Pennsylvania
Ribeirao Preto,Brazil,Sao Paulo
Xichang,China,Sichuan
Latakia,Syria,Al Ladhiqiyah
Bhiwandi,India,Maharashtra
City of Paranaque,Philippines,Paranaque
Dasmarinas,Philippines,Cavite
Dayton,United States,Ohio
Saharanpur,India,Uttar Pradesh
Warangal,India,Andhra Pradesh
Soledad,Colombia,Atlantico
Osasco,Brazil,Sao Paulo
Dashiqiao,China,Liaoning
Birmingham,United States,Alabama
Nampo,North Korea,Namp’o
Shiliguri,India,West Bengal
Banjarmasin,Indonesia,Kalimantan Selatan
Sha Tin,Hong Kong,
Salem,India,Tamil Nadu
General Santos,Philippines,General Santos
Cocody,Cote d'Ivoire,Abidjan
Hamah,Syria,Hamah
Pendik,Turkey,İstanbul
Bacoor,Philippines,Cavite
Vellore,India,Tamil Nadu
Shishi,China,Fujian
Guadalupe,Mexico,Nuevo Leon
Adachi,Japan,Tokyo
Qianxi,China,Guizhou
Tolyatti,Russia,Samarskaya Oblast’
Macau,Macau,
Bauchi,Nigeria,Bauchi
Hamilton,Canada,Ontario
Lodz,Poland,Lodzkie
Miluo Chengguanzhen,China,Hunan
Gaizhou,China,Liaoning
Karbala',Iraq,Karbala’
Leling,China,Shandong
Jianshe,China,Henan
Shizuoka,Japan,Shizuoka
Charleston,United States,South Carolina
Jingcheng,China,Jiangsu
Kochi,India,Kerala
Mar del Plata,Argentina,Buenos Aires
Cape Coral,United States,Florida
Tasikmalaya,Indonesia,Jawa Barat
Rasht,Iran,Gilan
Xinmin,China,Liaoning
Shanhu,China,Zhejiang
Zhongshu,China,Guizhou
Gorakhpur,India,Uttar Pradesh
Zaragoza,Spain,Aragon
Wroclaw,Poland,Dolnośląskie
Acapulco de Juarez,Mexico,Guerrero
Bahar,Iran,Hamadan
Kumul,China,Xinjiang
Murcia,Spain,Murcia
Pinghu,China,Zhejiang
Palermo,Italy,Sicilia
Guankou,China,Sichuan
Tlaquepaque,Mexico,Jalisco
Songyang,China,Henan
Ch'ongjin,North Korea,Hambuk
Puyang Chengguanzhen,China,Henan
Qionghu,China,Hunan
Zhaodong,China,Heilongjiang
Narela,India,Delhi
Huambo,Angola,Huambo
Wenchang,China,Anhui
Villavicencio,Colombia,Meta
Shulan,China,Jilin
Tlalnepantla,Mexico,Mexico
Catia La Mar,Venezuela,La Guaira
Sargodha,Pakistan,Punjab
Al Hufuf,Saudi Arabia,Ash Sharqiyah
Durango,Mexico,Durango
Jalingo,Nigeria,Taraba
Bouake,Cote d'Ivoire,Vallee du Bandama
Mazatlan,Mexico,Sinaloa
San Jose del Monte,Philippines,Bulacan
Ansan,South Korea,Gyeonggi
Abomey-Calavi,Benin,Atlantique
Lingbao Chengguanzhen,China,Henan
Hwasu-dong,South Korea,Gyeonggi
Sialkot City,Pakistan,Punjab
Hue,Vietnam,Thua Thien-Hue
Bulawayo,Zimbabwe,Bulawayo
Xiping,China,Yunnan
Sanhe,China,Hebei
Ch'onan,South Korea,Chungnam
Contagem,Brazil,Minas Gerais
Jieshou,China,Anhui
Selcuklu,Turkey,Konya
Erer Sata,Ethiopia,Sumale
Honcho,Japan,Chiba
Dusseldorf,Germany,North Rhine-Westphalia
Izhevsk,Russia,Udmurtiya
Guntur,India,Andhra Pradesh
Guixi,China,Jiangxi
Sorocaba,Brazil,Sao Paulo
Yildirim,Turkey,Bursa
Petaling Jaya,Malaysia,Selangor
Tengyue,China,Yunnan
Wuxue,China,Hubei
Rasulpur,India,Uttar Pradesh
Bhavnagar,India,Gujarat
Brahmapur,India,Odisha
Qufu,China,Shandong
Gaobeidian,China,Hebei
Ruiming,China,Jiangxi
Columbia,United States,South Carolina
Concord,United States,California
Noida,India,Uttar Pradesh
Gold Coast,Australia,Queensland
Xinshi,China,Hubei
Ta`izz,Yemen,Ta‘izz
Aracaju,Brazil,Sergipe
Jeonju,South Korea,Jeonbuk
Bhangar,India,West Bengal
Jin'e,China,Sichuan
Barnaul,Russia,Altayskiy Kray
Makati City,Philippines,Makati
Rotterdam,Netherlands,Zuid-Holland
Changping,China,Beijing
Benghazi,Libya,Banghazi
Kryvyi Rih,Ukraine,Dnipropetrovska Oblast
Halwan,Egypt,Al Qahirah
Colorado Springs,United States,Colorado
Suohe,China,Henan
Chimalhuacan,Mexico,Mexico
Xinxing,China,Liaoning
Bhilai,India,Chhattisgarh
Mangalore,India,Karnataka
Port-Bouet,Cote d'Ivoire,Abidjan
Zhuangyuan,China,Shandong
Glasgow,United Kingdom,Glasgow City
Namangan,Uzbekistan,Namangan
Ulyanovsk,Russia,Ul’yanovskaya Oblast’
Tan An,Vietnam,Ho Chi Minh
Irkutsk,Russia,Irkutskaya Oblast’
Bhilai,India,Chhattisgarh
Nagercoil,India,Tamil Nadu
Jos,Nigeria,Plateau
Pontianak,Indonesia,Kalimantan Barat
Bazhou,China,Hebei
Turpan,China,Xinjiang
Villa Nueva,Guatemala,Guatemala
Las Pinas City,Philippines,Las Piñas
Springfield,United States,Massachusetts
Knoxville,United States,Tennessee
Meihekou,China,Jilin
Jurong,China,Jiangsu
Feira de Santana,Brazil,Bahia
Khabarovsk,Russia,Khabarovskiy Kray
Zhugang,China,Zhejiang
Leipzig,Germany,Saxony
Xinji,China,Hebei
Serang,Indonesia,Banten
Jambi,Indonesia,Jambi
Kandahar,Afghanistan,Kandahar
San Miguel de Tucuman,Argentina,Tucuman
Gothenburg,Sweden,Vastra Gotaland
Yaroslavl,Russia,Yaroslavskaya Oblast’
Baton Rouge,United States,Louisiana
Zhangshu,China,Jiangxi
Vladivostok,Russia,Primorskiy Kray
Ogden,United States,Utah
Kuantan,Malaysia,Pahang
Raurkela,India,Odisha
Cuttack,India,Odisha
Ar Rayyan,Qatar,Ar Rayyan
Haifa,Israel,Haifa
Malanje,Angola,Malanje
Bacolod,Philippines,Bacolod
Zhuozhou,China,Hebei
Grand Rapids,United States,Michigan
Uberlandia,Brazil,Minas Gerais
Albany,United States,New York
Tianchang,China,Anhui
Kawaguchi,Japan,Saitama
Itabashi,Japan,Tokyo
Suginami-ku,Japan,Tokyo
Cimahi,Indonesia,Jawa Barat
Tuxtla,Mexico,Chiapas
Garoua,Cameroon,Nord
Hafr al Batin,Saudi Arabia,Ash Sharqiyah
Tumkur,India,Karnataka
Balikpapan,Indonesia,Kalimantan Timur
Durban,South Africa,KwaZulu-Natal
Kagoshima,Japan,Kagoshima
Al Hillah,Saudi Arabia,Ar Riyad
Makhachkala,Russia,Dagestan
Sihui,China,Guangdong
Irapuato,Mexico,Guanajuato
Brampton,Canada,Ontario
Luocheng,China,Sichuan
Mbale,Uganda,Mbale
Pereira,Colombia,Risaralda
Bakersfield,United States,California
Uvira,Congo (Kinshasa),Sud-Kivu
Dortmund,Germany,North Rhine-Westphalia
Chuxiong,China,Yunnan
Mission Viejo,United States,California
Zahedan,Iran,Sistan va Baluchestan
New Haven,United States,Connecticut
Shah Alam,Malaysia,Selangor
Wenlan,China,Yunnan
Cuiaba,Brazil,Mato Grosso
Shangzhi,China,Heilongjiang
Essen,Germany,North Rhine-Westphalia
Botou,China,Hebei
Mymensingh,Bangladesh,Mymensingh
Anyang,South Korea,Gyeonggi
Genoa,Italy,Liguria
Durgapur,India,West Bengal
Port Sudan,Sudan,Red Sea
Al Mafraq,Jordan,Al Mafraq
Puente Alto,Chile,Region Metropolitana
Dehra Dun,India,Uttarakhand
At Ta'if,Saudi Arabia,Makkah al Mukarramah
Wancheng,China,Hainan
Hachioji,Japan,Tokyo
Xiulin,China,Hubei
Fu'an,China,Fujian
Tomsk,Russia,Tomskaya Oblast’
Tonala,Mexico,Jalisco
Juiz de Fora,Brazil,Minas Gerais
Worcester,United States,Massachusetts
Kolwezi,Congo (Kinshasa),Lualaba
Chapra,India,Bihar
Bristol,United Kingdom,"Bristol, City of"
Luofeng,China,Shandong
Lingyuan,China,Liaoning
Irbid,Jordan,Irbid
Al Mahallah al Kubra,Egypt,Al Gharbiyah
Wencheng,China,Hainan
Bremen,Germany,Bremen
Ciudad Bolivar,Venezuela,Bolivar
Orenburg,Russia,Orenburgskaya Oblast’
Shenzhou,China,Hebei
Asansol,India,West Bengal
Kuiju,China,Shandong
Zhenzhou,China,Jiangsu
Surakarta,Indonesia,Jawa Tengah
Dresden,Germany,Saxony
Kolhapur,India,Maharashtra
Benguela,Angola,Benguela
Ensenada,Mexico,Baja California
Kemerovo,Russia,Kemerovskaya Oblast’
Lanxi,China,Zhejiang
Dangyang,China,Hubei
Faridpur,Bangladesh,Dhaka
Herat,Afghanistan,Herat
Luanzhou,China,Hebei
Hamadan,Iran,Hamadan
Novokuznetsk,Russia,Kemerovskaya Oblast’
Nellore,India,Andhra Pradesh
Palma,Spain,Balearic Islands
Chiclayo,Peru,Lambayeque
Nanded,India,Maharashtra
Ajmer,India,Rajasthan
Al Hudaydah,Yemen,Al Hudaydah
Kimhae,South Korea,Gyeongnam
Provo,United States,Utah
Rustenburg,South Africa,North West
Amravati,India,Maharashtra
Poznan,Poland,Wielkopolskie
Huanghua,China,Hebei
Muntinlupa City,Philippines,Muntinlupa
Londrina,Brazil,Parana
Nansana,Uganda,Wakiso
Tabuk,Saudi Arabia,Tabuk
Heroica Matamoros,Mexico,Tamaulipas
Akron,United States,Ohio
Samarkand,Uzbekistan,Samarqand
Xingcheng,China,Liaoning
Kaiyuan,China,Liaoning
Hannover,Germany,Lower Saxony
Valledupar,Colombia,Cesar
Fengcheng,China,Liaoning
Ixtapaluca,Mexico,Mexico
Ghulja,China,Xinjiang
City of Calamba,Philippines,Laguna
Ananindeua,Brazil,Para
Xiangyang,China,Shaanxi
Fuding,China,Fujian
An Nasiriyah,Iraq,Dhi Qar
Al Hillah,Iraq,Babil
Ibague,Colombia,Tolima
Ryazan,Russia,Ryazanskaya Oblast’
Kassala,Sudan,Kassala
Tripoli,Lebanon,Liban-Nord
Chang'an,China,Hunan
Koto-ku,Japan,Tokyo
Naberezhnyye Chelny,Russia,Tatarstan
Aksu,China,Xinjiang
Salta,Argentina,Salta
Astrakhan,Russia,Astrakhanskaya Oblast’
Gulbarga,India,Karnataka
Cadaado,Somalia,Galguduud
Lyon,France,Auvergne-Rhone-Alpes
Wuhai,China,Inner Mongolia
Mingguang,China,Anhui
Antwerp,Belgium,Flanders
Yazd,Iran,Yazd
Touba,Senegal,Diourbel
Ardabil,Iran,Ardabil
Bikaner,India,Rajasthan
Agartala,India,Tripura
Ndola,Zambia,Copperbelt
Himeji,Japan,HyOgo
Palm Bay,United States,Florida
Tultitlan de Mariano Escobedo,Mexico,Mexico
Ailan Mubage,China,Xinjiang
Bandar `Abbas,Iran,Hormozgan
Bac Ninh,Vietnam,Bắc Ninh
Ciudad Apodaca,Mexico,Nuevo Leon
Santa Teresa del Tuy,Venezuela,Miranda
Maipu,Chile,Region Metropolitana
Penza,Russia,Penzenskaya Oblast’
Soacha,Colombia,Cundinamarca
Al Qatif,Saudi Arabia,Ash Sharqiyah
Port Said,Egypt,Bur Sa‘id
Loni,India,Uttar Pradesh
Yucheng,China,Shandong
Sevastopol,Ukraine,"Sevastopol, Misto"
Meknes,Morocco,Fès-Meknès
Mixco,Guatemala,Guatemala
Arak,Iran,Markazi
Pohang,South Korea,Gyeongbuk
Longzhou,China,Hubei
Anda,China,Heilongjiang
Jinghong,China,Yunnan
Sheffield,United Kingdom,Sheffield
Utsunomiya,Japan,Tochigi
Suez,Egypt,As Suways
Nuremberg,Germany,Bavaria
Surrey,Canada,British Columbia
Heshan,China,Guangdong
Ujjain,India,Madhya Pradesh
Jiaji,China,Hainan
Santa Marta,Colombia,Magdalena
Joinvile,Brazil,Santa Catarina
Beining,China,Liaoning
Des Moines,United States,Iowa
Hai Duong,Vietnam,Hai Dưong
Carrefour,Haiti,Ouest
Maturin,Venezuela,Monagas
Homyel',Belarus,Homyel’skaya Voblasts’
Leicester,United Kingdom,Leicester
Yanji,China,Jilin
Macapa,Brazil,Amapa
Yicheng,China,Hubei
Ulhasnagar,India,Maharashtra
Al `Ashir min Ramadan,Egypt,Ash Sharqiyah
Lipetsk,Russia,Lipetskaya Oblast’
Al `Amarah,Iraq,Maysan
Bhilwara,India,Rajasthan
Encheng,China,Guangdong
Murrieta,United States,California
Aden,Yemen,‘Adan
Kitwe,Zambia,Copperbelt
Matsuyama,Japan,Ehime
Jhansi,India,Uttar Pradesh
Pingtung,Taiwan,Pingtung
Lapu-Lapu City,Philippines,Lapu-Lapu
Matsudo,Japan,Chiba
Monteria,Colombia,Cordoba
Ichikawa,Japan,Chiba
Nagqu,China,Tibet
Imus,Philippines,Cavite
Hsinchu,Taiwan,Hsinchu
Kimberley,South Africa,Northern Cape
Jammu,India,Jammu and Kashmir
Belas,Angola,Luanda
Talatona,Angola,Luanda
Ile-Ife,Nigeria,Osun
Purnea,India,Bihar
Kirov,Russia,Kirovskaya Oblast’
Mykolaiv,Ukraine,Mykolaivska Oblast
Meicheng,China,Anhui
Tinnevelly,India,Tamil Nadu
Niteroi,Brazil,Rio de Janeiro
Farah,Afghanistan,Farah
Sukkur,Pakistan,Sindh
Oujda-Angad,Morocco,Oriental
Taozhou,China,Anhui
Marka,Somalia,Shabeellaha Hoose
Higashi-osaka,Japan,Osaka
Johor Bahru,Malaysia,Johor
Hongjiang,China,Hunan
Bello,Colombia,Antioquia
Chimbote,Peru,Ancash
Duisburg,Germany,North Rhine-Westphalia
Qaraghandy,Kazakhstan,
Mesa,United States,Arizona
Toulouse,France,Occitanie
Likasi,Congo (Kinshasa),Haut-Katanga
Dengtacun,China,Liaoning
Lembok,Indonesia,Nusa Tenggara Barat
Zhijiang,China,Hubei
Chengjiao,China,Henan
Beipiao,China,Liaoning
Suoluntun,China,Jilin
Staten Island,United States,New York
Kota Bharu,Malaysia,Kelantan
Ciudad Lopez Mateos,Mexico,Mexico
Celaya,Mexico,Guanajuato
Vinh,Vietnam,Nghệ An
Duyun,China,Guizhou
Los Mochis,Mexico,Sinaloa
`Ajman,United Arab Emirates,‘Ajman
Nyala,Sudan,South Darfur
Larkana,Pakistan,Sindh
Wichita,United States,Kansas
Nishinomiya-hama,Japan,HyOgo
Cheboksary,Russia,Chuvashiya
Yuanping,China,Shanxi
Toledo,United States,Ohio
Yueqing,China,Zhejiang
Edinburgh,United Kingdom,"Edinburgh, City of"
Belgaum,India,Karnataka
Tula,Russia,Tul’skaya Oblast’
Gdansk,Poland,Pomorskie
Shahe,China,Hebei
Serra,Brazil,Espirito Santo
Brookhaven,United States,New York
Gaoping,China,Shanxi
Dunhua,China,Jilin
Az Zarqa',Jordan,Az Zarqa’
Sylhet,Bangladesh,Sylhet
Kaihua,China,Yunnan
Caerdydd,United Kingdom,Cardiff
Jamnagar,India,Gujarat
Fuyuan,China,Heilongjiang
Gaya,India,Bihar
Florianopolis,Brazil,Santa Catarina
Chiniot,Pakistan,Punjab
Jiannan,China,Sichuan
Oita,Japan,Oita
Berbera,Somalia,Woqooyi Galbeed
Kaliningrad,Russia,Kaliningradskaya Oblast’
Mbeya,Tanzania,Mbeya
Nangong,China,Hebei
Ambattur,India,Tamil Nadu
Katlehong,South Africa,Gauteng
Kurashiki,Japan,Okayama
Barura,Bangladesh,Chattogram
San Juan,Argentina,San Juan
Vila Velha,Brazil,Espirito Santo
Mazar-e Sharif,Afghanistan,Balkh
Shekhupura,Pakistan,Punjab
Worthing,United Kingdom,West Sussex
Piura,Peru,Piura
Mandaluyong City,Philippines,Mandaluyong
Kartal,Turkey,İstanbul
Jiaojiangcun,China,Zhejiang
Harrisburg,United States,Pennsylvania
Laohekou,China,Hubei
Kagithane,Turkey,İstanbul
Agege,Nigeria,Lagos
Angeles City,Philippines,Angeles
Sao Jose do Rio Preto,Brazil,Sao Paulo
Pasay City,Philippines,Pasay
Beian,China,Heilongjiang
Fujin,China,Heilongjiang
Salt Lake City,India,West Bengal
